http://61.211.241.239/nphMotionJpeg?Resolution=320x240&Quality=Standard,"203,115,55,50","1, 2, 3"
http://tamperehacklab.tunk.org:38001/nphMotionJpeg?Resolution=640x480&Quality=Clarity,"199,194,178,145","4, 5, 6"
